variable,mean,sd,2.5%,97.5%,rhat,ess_bulk,ess_tail,model
b_b4_habitatopencountryside,1.2458370203054778,0.6036037528879574,0.07376312100796098,2.413571875693671,0.9997567956404771,10488.48836338986,6091.022968055235,M2
b_b4_habitatriverDlakesidelandscape,-2.3997038488904168,0.5653459812377549,-3.504299884677866,-1.2763561736300544,1.0013123090445784,11330.249254256276,7191.310383553345,M2
b_b4_habitaturbanDarchitecturallandscape,-0.5298723331904667,0.6385823893516085,-1.776524849918772,0.7390649681108863,1.0002824720252526,13447.484011286791,6823.092730322608,M2
b_b4_habitatwoodlandlandscape,1.4172814772494289,0.6752082272239913,0.10124031946555456,2.7193414793629844,1.0000729297707587,12694.267334795473,7150.213332707325,M2
sd_painter__b1_Intercept,0.9799819428644932,0.4216917207515641,0.0885576533174006,1.7326012512688505,1.002621466410966,1281.151110773196,2001.0104428180093,M2
sd_painter__b2_Intercept,2.242204045140751,0.47800786752123264,1.2746474683933264,3.1642289863561412,1.0026448075723802,1895.260792961579,2886.1462307699535,M2
sd_painter__b3_Intercept,0.5882870456272689,0.3962329755271445,0.026813219535637586,1.4521418639137607,1.0024678365143267,1855.867584803199,3927.4720902195727,M2
sd_painter__b4_Intercept,0.9061795914544616,0.5097983270920543,0.0447558469162323,1.8909041138429579,1.0011861167183471,1560.6229503555817,2934.6508720330994,M2
sd_school__b1_Intercept,0.672180961119981,0.4317047395673672,0.03719928946131502,1.6487552783934285,1.0004175433847227,3018.0720575749633,3762.5684754108033,M2
sd_school__b2_Intercept,0.6031071927018851,0.46727961188795164,0.022085376132344885,1.7194540972715853,1.0006275667720563,3850.0647917609617,5389.53764164878,M2
sd_school__b3_Intercept,0.8162705865641802,0.44475526031250595,0.06894495691451089,1.8139537326235797,1.00019273113794,3318.7536068909703,3054.0857673710966,M2
sd_school__b4_Intercept,0.4683718852555526,0.3784074746677328,0.01612201111076713,1.4070234574833844,1.0004846165041874,4338.756962359801,4183.371637456075,M2
cor_painter__b1_Intercept__b2_Intercept,0.2389122284449329,0.28618918975071517,-0.399185209015645,0.7230304706468935,1.0060483620828897,1326.6244176128273,2029.793165608204,M2
cor_painter__b1_Intercept__b3_Intercept,-0.256362431434092,0.36737426642309073,-0.8305504963267542,0.554741727534871,1.0002699019024943,3863.2088025869843,5772.040541712809,M2
cor_painter__b2_Intercept__b3_Intercept,-0.2699594868666626,0.3431184168071975,-0.8081407596324904,0.5016696903277803,1.0003753223357696,5663.351190731317,5932.877387336415,M2
cor_painter__b1_Intercept__b4_Intercept,0.13874023955174125,0.3439652511443487,-0.5738528001602102,0.7360602808273388,1.0001340292764427,5449.436213318091,5778.401087595966,M2
cor_painter__b2_Intercept__b4_Intercept,0.15936977405453348,0.31363815350086666,-0.5024755514633197,0.7149092329332081,1.0007065987799004,6063.674858289365,6040.759178731776,M2
cor_painter__b3_Intercept__b4_Intercept,0.06019533227613457,0.3600444688142139,-0.6489543806184813,0.7156116056900054,1.000259189697188,4798.312602524198,6808.15354825609,M2
cor_school__b1_Intercept__b2_Intercept,0.11344189281216134,0.3688074261302047,-0.6172465191510123,0.7579833593735961,0.9999246144949533,10563.335928475815,6429.756018715613,M2
cor_school__b1_Intercept__b3_Intercept,0.030690777134347924,0.3524855420270616,-0.6513531312518634,0.6800774617605648,1.000484504461148,8293.00862488391,6103.30892627291,M2
cor_school__b2_Intercept__b3_Intercept,-0.11249154814939587,0.3684925810193878,-0.7656942199621343,0.6303561690856612,0.9999913596274815,6640.287768946779,6966.365507006779,M2
cor_school__b1_Intercept__b4_Intercept,-0.06785241481609934,0.37255978857910055,-0.7474261595723437,0.650007578683927,1.000694880340897,12153.547900657826,6198.235632059852,M2
cor_school__b2_Intercept__b4_Intercept,-0.06315527107927617,0.3746522475322578,-0.7428445895695371,0.6627384288925494,1.0005514073923725,9957.155280786059,5347.50523053664,M2
cor_school__b3_Intercept__b4_Intercept,0.10698225400227868,0.37185007266821646,-0.6454646224146295,0.7541144521563358,0.9999048455276749,8946.437443024275,6605.998279339259,M2
sigma_b1,2.78926028529904,0.16340106009205654,2.4816753971673458,3.1190643593578455,1.0012340304114908,3102.880664156593,5205.195640799982,M2
sigma_b2,3.881488401359453,0.23970115575330556,3.4504355593579494,4.3812989879786,1.0009260169226537,3347.12505040288,4429.064141681209,M2
sigma_b3,2.960858621735789,0.157079371747793,2.6610305354630057,3.279951203245393,1.0003908990701096,5552.610101323946,5484.934070138381,M2
sigma_b4,3.7673920514748636,0.20517982003172003,3.3779044313776945,4.189918772431132,1.0000494939555493,4406.287479691965,5311.218835114399,M2
Intercept_b1,0.1962504733326863,0.3948477686841256,-0.5274991561604712,1.022557709309382,1.0004249167895993,6393.608427720706,5743.485979509946,M2
Intercept_b2,1.0793132604572835,0.4765550928513846,0.14107223310906494,2.0249340093393617,1.0002636160642657,8047.665586428967,6286.873414352842,M2
Intercept_b3,1.779616781989698,0.4211196370196537,1.0348808359323527,2.6951601773702802,1.0003399978141236,6816.491444782634,5556.985436943473,M2
Intercept_b4,2.3356878581989764,0.37712718495945874,1.5644453920488965,3.050781814412838,1.000057793787218,8700.528715919516,5674.229147627811,M2
rescor__b1__b2,0.025274531446625354,0.08010952992016024,-0.13405489405509557,0.18362548156086558,1.000490605850751,4520.211058525159,5001.763913552882,M2
rescor__b1__b3,-0.20459427224760898,0.06905724061817485,-0.3347095179177151,-0.06413460478000266,1.0014212601476438,7060.243620982741,5927.183394950345,M2
